complex_name,protein_path,ligand_description,protein_sequence
Desoxycorticosterone_Pivalate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Desoxycorticosterone_Pivalate.sdf,
Cefixime,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefixime.sdf,
Convallatoxin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Convallatoxin.sdf,
Altropane,2GQG_one_chain_docking.pdb,ligand_sdf_files/Altropane.sdf,
Pergolide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pergolide.sdf,
Methysergide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methysergide.sdf,
Fosphenytoin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fosphenytoin.sdf,
Bufexamac,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bufexamac.sdf,
Rifapentine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Rifapentine.sdf,
Osimertinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Osimertinib.sdf,
Halcinonide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Halcinonide.sdf,
Iodamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Iodamide.sdf,
Benzonatate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Benzonatate.sdf,
Methyprylon,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methyprylon.sdf,
Idarubicin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Idarubicin.sdf,
Enflurane,2GQG_one_chain_docking.pdb,ligand_sdf_files/Enflurane.sdf,
Dinoprost_Tromethamine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dinoprost_Tromethamine.sdf,
Bifonazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bifonazole.sdf,
Mitapivat,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mitapivat.sdf,
Tolazamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tolazamide.sdf,
Prednimustine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Prednimustine.sdf,
Nifurtimox,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nifurtimox.sdf,
Tazobactam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tazobactam.sdf,
Suplatast_tosilate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Suplatast_tosilate.sdf,
Loxoprofen_gel,2GQG_one_chain_docking.pdb,ligand_sdf_files/Loxoprofen_gel.sdf,
Tocainide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tocainide.sdf,
Vorapaxar,2GQG_one_chain_docking.pdb,ligand_sdf_files/Vorapaxar.sdf,
Desloratadine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Desloratadine.sdf,
Cyclothiazide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cyclothiazide.sdf,
Pheniramine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pheniramine.sdf,
Trimethadione,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trimethadione.sdf,
Toremifene,2GQG_one_chain_docking.pdb,ligand_sdf_files/Toremifene.sdf,
Moclobemide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Moclobemide.sdf,
Paramethasone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Paramethasone.sdf,
Sulfasalazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulfasalazine.sdf,
Cloxacillin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cloxacillin.sdf,
Acetrizoate_Sodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Acetrizoate_Sodium.sdf,
Azelaic_Acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Azelaic_Acid.sdf,
Gonadoreline_6_d_trp_acetate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gonadoreline_6_d_trp_acetate.sdf,
Cycrimine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cycrimine.sdf,
Oxaliplatin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Oxaliplatin.sdf,
Cefoperazone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefoperazone.sdf,
Ethanolamine_oleate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ethanolamine_oleate.sdf,
Prazosin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Prazosin.sdf,
Oxazepam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Oxazepam.sdf,
Moexipril,2GQG_one_chain_docking.pdb,ligand_sdf_files/Moexipril.sdf,
Urapidil,2GQG_one_chain_docking.pdb,ligand_sdf_files/Urapidil.sdf,
Halopredone_acetate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Halopredone_acetate.sdf,
Fenoprofen,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fenoprofen.sdf,
Nifedipine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nifedipine.sdf,
Gadoteridol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gadoteridol.sdf,
Pimecrolimus,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pimecrolimus.sdf,
Gonadorelin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gonadorelin.sdf,
Lopinavir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lopinavir.sdf,
Pyrantel,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pyrantel.sdf,
Lanoconazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lanoconazole.sdf,
Empagliflozin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Empagliflozin.sdf,
Diethylcarbamazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Diethylcarbamazine.sdf,
Adenine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Adenine.sdf,
Prilocaine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Prilocaine.sdf,
Zinc_Chloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Zinc_Chloride.sdf,
Trihexyphenidyl,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trihexyphenidyl.sdf,
Clopidogrel,2GQG_one_chain_docking.pdb,ligand_sdf_files/Clopidogrel.sdf,
Desoximetasone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Desoximetasone.sdf,
Natamycin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Natamycin.sdf,
Etoposide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Etoposide.sdf,
Paramethadione,2GQG_one_chain_docking.pdb,ligand_sdf_files/Paramethadione.sdf,
Mometasone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mometasone.sdf,
Droxidopa,2GQG_one_chain_docking.pdb,ligand_sdf_files/Droxidopa.sdf,
Fulvestrant,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fulvestrant.sdf,
Lofexidine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lofexidine.sdf,
Pralsetinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pralsetinib.sdf,
Levacecarnine_hci,2GQG_one_chain_docking.pdb,ligand_sdf_files/Levacecarnine_hci.sdf,
Levonorgestrel,2GQG_one_chain_docking.pdb,ligand_sdf_files/Levonorgestrel.sdf,
Calcitriol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Calcitriol.sdf,
Oxacillin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Oxacillin.sdf,
Penicillamine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Penicillamine.sdf,
Halometasone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Halometasone.sdf,
Sulfamerazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulfamerazine.sdf,
Oxidized_glutathione,2GQG_one_chain_docking.pdb,ligand_sdf_files/Oxidized_glutathione.sdf,
Amcinonide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Amcinonide.sdf,
Piperazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Piperazine.sdf,
Salicyclic_acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Salicyclic_acid.sdf,
Cefatrizine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefatrizine.sdf,
Caspofungin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Caspofungin.sdf,
NKM,2GQG_one_chain_docking.pdb,ligand_sdf_files/NKM.sdf,
Digoxin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Digoxin.sdf,
Clofoctol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Clofoctol.sdf,
Prasugrel,2GQG_one_chain_docking.pdb,ligand_sdf_files/Prasugrel.sdf,
Omacetaxine_mepesuccinate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Omacetaxine_mepesuccinate.sdf,
Trifluoperazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trifluoperazine.sdf,
Vibegron,2GQG_one_chain_docking.pdb,ligand_sdf_files/Vibegron.sdf,
Trimethobenzamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trimethobenzamide.sdf,
Vasopressin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Vasopressin.sdf,
Elliptinium_acetate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Elliptinium_acetate.sdf,
Phentermine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Phentermine.sdf,
Desmopressin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Desmopressin.sdf,
Fruquintinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fruquintinib.sdf,
Ramosetron,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ramosetron.sdf,
Isradipine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Isradipine.sdf,
Sodium_oxybate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sodium_oxybate.sdf,
Pasireotide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pasireotide.sdf,
L_Tryptophan,2GQG_one_chain_docking.pdb,ligand_sdf_files/L_Tryptophan.sdf,
Ethyl_chloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ethyl_chloride.sdf,
Elvitegravir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Elvitegravir.sdf,
Lobaplatin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lobaplatin.sdf,
Symbicort,2GQG_one_chain_docking.pdb,ligand_sdf_files/Symbicort.sdf,
L_ornithine_L_aspartate,2GQG_one_chain_docking.pdb,ligand_sdf_files/L_ornithine_L_aspartate.sdf,
Magnesium_Sulfate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Magnesium_Sulfate.sdf,
Metyrapone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Metyrapone.sdf,
Kanamycin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Kanamycin.sdf,
Procyclidine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Procyclidine.sdf,
Allantoin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Allantoin.sdf,
L_alanyl_l_glutamine,2GQG_one_chain_docking.pdb,ligand_sdf_files/L_alanyl_l_glutamine.sdf,
Remimazolam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Remimazolam.sdf,
Procaterol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Procaterol.sdf,
Demeclocycline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Demeclocycline.sdf,
Mechlorethamine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mechlorethamine.sdf,
Sparsentan,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sparsentan.sdf,
Ezetimibe,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ezetimibe.sdf,
Sodium_bicarbonate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sodium_bicarbonate.sdf,
Artemisinin_SP,2GQG_one_chain_docking.pdb,ligand_sdf_files/Artemisinin_SP.sdf,
FADROZOLE,2GQG_one_chain_docking.pdb,ligand_sdf_files/FADROZOLE.sdf,
Etidocaine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Etidocaine.sdf,
Estropipate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Estropipate.sdf,
Tavaborole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tavaborole.sdf,
Relugolix,2GQG_one_chain_docking.pdb,ligand_sdf_files/Relugolix.sdf,
Midodrine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Midodrine.sdf,
Imiquimod,2GQG_one_chain_docking.pdb,ligand_sdf_files/Imiquimod.sdf,
Erdosteine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Erdosteine.sdf,
Colchicine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Colchicine.sdf,
Ethosuximide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ethosuximide.sdf,
Cyclizine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cyclizine.sdf,
Sulbactam_sodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulbactam_sodium.sdf,
Iodixanol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Iodixanol.sdf,
Lubiprostone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lubiprostone.sdf,
Solamargine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Solamargine.sdf,
Diltiazem,2GQG_one_chain_docking.pdb,ligand_sdf_files/Diltiazem.sdf,
Panobinostat,2GQG_one_chain_docking.pdb,ligand_sdf_files/Panobinostat.sdf,
Cyclophosphamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cyclophosphamide.sdf,
Undecylenic_acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Undecylenic_acid.sdf,
Butorphanol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Butorphanol.sdf,
Zinforo,2GQG_one_chain_docking.pdb,ligand_sdf_files/Zinforo.sdf,
Ammonium_chloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ammonium_chloride.sdf,
Phenyltoloxamine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Phenyltoloxamine.sdf,
Attapulgite,2GQG_one_chain_docking.pdb,ligand_sdf_files/Attapulgite.sdf,
Zavegepant,2GQG_one_chain_docking.pdb,ligand_sdf_files/Zavegepant.sdf,
Rifampin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Rifampin.sdf,
Benzthiazide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Benzthiazide.sdf,
Acetylcysteine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Acetylcysteine.sdf,
Cephalothin_Sodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cephalothin_Sodium.sdf,
Epoprostenol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Epoprostenol.sdf,
Thiamphenicol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Thiamphenicol.sdf,
Flunarizine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Flunarizine.sdf,
Reboxetine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Reboxetine.sdf,
Unoprostone_isopropyl_ester,2GQG_one_chain_docking.pdb,ligand_sdf_files/Unoprostone_isopropyl_ester.sdf,
Upadacitinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Upadacitinib.sdf,
Tranexamic_Acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tranexamic_Acid.sdf,
Leniolisib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Leniolisib.sdf,
Succimer,2GQG_one_chain_docking.pdb,ligand_sdf_files/Succimer.sdf,
Fentanyl_droperidol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fentanyl_droperidol.sdf,
Bremelanotide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bremelanotide.sdf,
Cefamandole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefamandole.sdf,
Silver_sulfadiazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Silver_sulfadiazine.sdf,
Dehydrocholic_acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dehydrocholic_acid.sdf,
Tenofovir_disoproxil_fumarate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tenofovir_disoproxil_fumarate.sdf,
Hyoscyamine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Hyoscyamine.sdf,
Ergoloid_mesylate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ergoloid_mesylate.sdf,
Gepirone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gepirone.sdf,
Ethambutol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ethambutol.sdf,
Voclosporin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Voclosporin.sdf,
Entacapone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Entacapone.sdf,
Eslicarbazepine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Eslicarbazepine.sdf,
Aminosalicylic_Acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Aminosalicylic_Acid.sdf,
Iofetamine_Hydrochloride_I_123,2GQG_one_chain_docking.pdb,ligand_sdf_files/Iofetamine_Hydrochloride_I_123.sdf,
Docosanol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Docosanol.sdf,
Insulin_glulisine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Insulin_glulisine.sdf,
Carglumic_acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Carglumic_acid.sdf,
Primaquine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Primaquine.sdf,
Efavirenz,2GQG_one_chain_docking.pdb,ligand_sdf_files/Efavirenz.sdf,
Sulfinpyrazone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulfinpyrazone.sdf,
Miconazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Miconazole.sdf,
Lusutrombopag,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lusutrombopag.sdf,
Temocillin_disodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Temocillin_disodium.sdf,
Dienestrol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dienestrol.sdf,
Lenampicillin_hci,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lenampicillin_hci.sdf,
Trimetazidine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trimetazidine.sdf,
Iopentol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Iopentol.sdf,
Polidocanol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Polidocanol.sdf,
Butacaine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Butacaine.sdf,
Tacrolimus,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tacrolimus.sdf,
Clevidipine_butyrate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Clevidipine_butyrate.sdf,
Urofollitropin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Urofollitropin.sdf,
Cefoselis,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefoselis.sdf,
Methscopolamine_Bromide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methscopolamine_Bromide.sdf,
Propoxycaine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Propoxycaine.sdf,
Iopamidol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Iopamidol.sdf,
FENOFIBRIC_ACID,2GQG_one_chain_docking.pdb,ligand_sdf_files/FENOFIBRIC_ACID.sdf,
LCZ696,2GQG_one_chain_docking.pdb,ligand_sdf_files/LCZ696.sdf,
Bambuterol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bambuterol.sdf,
Atomoxetine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Atomoxetine.sdf,
Y_25130,2GQG_one_chain_docking.pdb,ligand_sdf_files/Y_25130.sdf,
Cocaine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cocaine.sdf,
Temoporfin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Temoporfin.sdf,
Tiazofurin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tiazofurin.sdf,
Cisapride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cisapride.sdf,
Human_neutral_insulin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Human_neutral_insulin.sdf,
Desflurane,2GQG_one_chain_docking.pdb,ligand_sdf_files/Desflurane.sdf,
Halofantrine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Halofantrine.sdf,
Drotaverine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Drotaverine.sdf,
Croconazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Croconazole.sdf,
Cephapirin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cephapirin.sdf,
Salicin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Salicin.sdf,
Alprazolam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Alprazolam.sdf,
Fluorouracil,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fluorouracil.sdf,
Cycloserine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cycloserine.sdf,
Clotiazepam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Clotiazepam.sdf,
Aclidinium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Aclidinium.sdf,
Entecavir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Entecavir.sdf,
Eflornithine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Eflornithine.sdf,
Tranilast,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tranilast.sdf,
Rivaroxaban,2GQG_one_chain_docking.pdb,ligand_sdf_files/Rivaroxaban.sdf,
Agrimophol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Agrimophol.sdf,
Bornaprine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bornaprine.sdf,
Minocycline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Minocycline.sdf,
DU_176b,2GQG_one_chain_docking.pdb,ligand_sdf_files/DU_176b.sdf,
Polyestradiol_Phosphate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Polyestradiol_Phosphate.sdf,
Methyltestosterone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methyltestosterone.sdf,
Colestipol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Colestipol.sdf,
Lutetium_Lu_177_dotatate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lutetium_Lu_177_dotatate.sdf,
Barium_sulfate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Barium_sulfate.sdf,
Carbocisteine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Carbocisteine.sdf,
Alphaprodine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Alphaprodine.sdf,
Gemfibrozil,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gemfibrozil.sdf,
Alclofenac,2GQG_one_chain_docking.pdb,ligand_sdf_files/Alclofenac.sdf,
Paliperidone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Paliperidone.sdf,
Tenofovir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tenofovir.sdf,
Sodium_phosphate_P_32,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sodium_phosphate_P_32.sdf,
Cyanocobalamin_Co_60,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cyanocobalamin_Co_60.sdf,
Selexipag,2GQG_one_chain_docking.pdb,ligand_sdf_files/Selexipag.sdf,
Buprenorphine___naloxone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Buprenorphine___naloxone.sdf,
Ganciclovir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ganciclovir.sdf,
Tolvaptan,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tolvaptan.sdf,
Methotrexate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methotrexate.sdf,
Thiamine_Hydrochloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Thiamine_Hydrochloride.sdf,
Ceftizoxime,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ceftizoxime.sdf,
Cinoxacin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cinoxacin.sdf,
CHLOROXINE,2GQG_one_chain_docking.pdb,ligand_sdf_files/CHLOROXINE.sdf,
Methylergonovine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methylergonovine.sdf,
Sodium_salicylate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sodium_salicylate.sdf,
Morniflumate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Morniflumate.sdf,
Pentobarbital,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pentobarbital.sdf,
Sulphadoxine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulphadoxine.sdf,
Cupric_Sulfate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cupric_Sulfate.sdf,
Bisoprolol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bisoprolol.sdf,
Ulipristal,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ulipristal.sdf,
Phenelzine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Phenelzine.sdf,
Gadofosveset,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gadofosveset.sdf,
Gamma_Hydroxybutyric_Acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gamma_Hydroxybutyric_Acid.sdf,
